record_id,bank,location_type,name,zone,address,phone,municipality,province,country,country_code,latitude,longitude,geocoded_address,geocode_query,geocode_quality,coordinate_source,google_maps_coordinate_pattern,google_maps_url,source,source_url,api_id,category,extended_hours,actions_performed,fax,special_instructions,weekday_schedule_json,created_at_source,updated_at_source,published_at_source
2e444260357f3a20,Banco BHD,branch,Centro Cultural,,"Calle Pro Juan Bosch, Zona Universitaria",,,,Dominican Republic,DO,18.47817,-69.73682,"Calle Pro Juan Bosch, Zona Universitaria",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,4,sucursales,,,,,[],2022-12-02T07:29:29.390Z,2022-12-23T06:35:04.473Z,2022-12-02T07:29:31.201Z
229651fd2e1a841b,Banco BHD,subagent,Colmado RM,,"Calle Leon #2 esquina Pantera, Brisas de Este, Santo Domingo Este",,,,Dominican Republic,DO,18.477663,-69.797492,"Calle Leon #2 esquina Pantera, Brisas de Este, Santo Domingo Este",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1456,subagentes,True,,,,"[{""id"":8700,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""monday""},{""id"":8701,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""tuesday""},{""id"":8702,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""wednesday""},{""id"":8703,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""thursday""},{""id"":8704,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""friday""},{""id"":8705,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""saturday""},{""id"":8706,""open_closing_time"":""7:00 a. m. a 11:00 p. m. "",""weekday"":""sunday""}]",2024-06-21T15:31:53.980Z,2024-06-21T15:31:58.351Z,2024-06-21T15:31:58.344Z
19076864466d6398,Banco BHD,subagent,Dontechrd,,"Avenida John F. Kennedy , Centro Comercial Kennedy, Local 319, 3er. Nivel, Los Prados, Santo Domingo, Distrito Nacional",829-340-4540,,,Dominican Republic,DO,18.48048,-69.95831,"Avenida John F. Kennedy , Centro Comercial Kennedy, Local 319, 3er. Nivel, Los Prados, Santo Domingo, Distrito Nacional",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1587,subagentes,True,,,,"[{""id"":9288,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""monday""},{""id"":9289,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""tuesday""},{""id"":9291,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""wednesday""},{""id"":9290,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""thursday""},{""id"":9292,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""friday""},{""id"":9294,""open_closing_time"":""9:00 a. m. a 6:00 p. m."",""weekday"":""saturday""},{""id"":9293,""open_closing_time"":""9:00 a. m. a 12:00 p. m."",""weekday"":""sunday""}]",2026-06-23T16:25:41.259Z,2026-06-23T16:25:43.785Z,2026-06-23T16:25:43.778Z
75e5ae6b3a7d00a3,Banco BHD,branch,Estación Amín Abel,,"Calle Prof Juan Bosch, Zona Universitaria",,,,Dominican Republic,DO,18.4861,-69.9312,"Calle Prof Juan Bosch, Zona Universitaria",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1,sucursales,,,,,[],2022-12-01T18:14:26.719Z,2022-12-01T18:37:22.471Z,2022-12-01T18:14:28.871Z
56e801de06cb25dd,Banco BHD,subagent,La Gran Parada Baniquera,,"Calle Duarte #01, Bonica, Elias Piña",,,,Dominican Republic,DO,19.079375,-71.700364,"Calle Duarte #01, Bonica, Elias Piña",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1457,subagentes,,,,,"[{""id"":8707,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""monday""},{""id"":8708,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""tuesday""},{""id"":8709,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""wednesday""},{""id"":8710,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""thursday""},{""id"":8712,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""friday""},{""id"":8711,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""saturday""},{""id"":8713,""open_closing_time"":""7:00 a. m. a 10:00 p. m."",""weekday"":""sunday""}]",2024-06-21T15:35:27.762Z,2024-06-21T15:38:23.725Z,2024-06-21T15:35:34.769Z
ec04e88336cecee0,Banco BHD,atm,Pasteurizadora Rica,,Ave. Ind. Esq. Nuñez De Caceres No. 15,,,,Dominican Republic,DO,18.481683,-69.953383,Ave. Ind. Esq. Nuñez De Caceres No. 15,,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,135,cajeros,False,"Podrás retirar tu efectivo, Pin Pesos, consultar tus balances y Pago de Servicios.",,,"[{""id"":702,""open_closing_time"":""7:00 am - 10:00 pm"",""weekday"":""monday""},{""id"":701,""open_closing_time"":""7:00 am - 10:00 pm"",""weekday"":""tuesday""},{""id"":703,""open_closing_time"":""7:00 am - 10:00 pm"",""weekday"":""wednesday""},{""id"":704,""open_closing_time"":""7:00 am - 10:00 pm"",""weekday"":""thursday""},{""id"":705,""open_closing_time"":""7:00 am - 10:00 pm"",""weekday"":""friday""},{""id"":706,""open_closing_time"":""8:00 am - 1:00 pm"",""weekday"":""saturday""},{""id"":707,""open_closing_time"":""No laborable"",""weekday"":""sunday""}]",2023-01-20T14:53:30.795Z,2023-01-25T18:56:44.938Z,2023-01-20T14:53:33.630Z
c65b00bd65aacb48,Banco BHD,subagent,Pica Pollo Sabroson,,"Calle Enriquillo #18, Centro del Puelo, Sabana Grande de Boya, Monte Plata",809-994-8663,,,Dominican Republic,DO,18.933363,-69.7925,"Calle Enriquillo #18, Centro del Puelo, Sabana Grande de Boya, Monte Plata",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1610,subagentes,True,,,,"[{""id"":9448,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""monday""},{""id"":9449,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""tuesday""},{""id"":9450,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""wednesday""},{""id"":9451,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""thursday""},{""id"":9452,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""friday""},{""id"":9453,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""saturday""},{""id"":9454,""open_closing_time"":""8:00 a. m. a 12:00 p. m."",""weekday"":""sunday""}]",2026-06-26T13:40:01.299Z,2026-06-26T13:51:08.603Z,2026-06-26T13:51:08.559Z
501dfd3166611960,Banco BHD,location,"Spain Cultural Center o Santo Domingo., C. Arzobispo Meriño No. 2, Santo Domingo 10210, Dominican Republic",,"Spain Cultural Center o Santo Domingo., C. Arzobispo Meriño No. 2, Santo Domingo 10210, Dominican Republic",,,,Dominican Republic,DO,18.4704028,-69.8863587,"Spain Cultural Center o Santo Domingo., C. Arzobispo Meriño No. 2, Santo Domingo 10210, Dominican Republic",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,7,,True,1. w 2. 21321 3. 12312 4. 12312 5. 12321a,,,[],2022-12-07T11:45:19.238Z,2022-12-23T06:34:22.993Z,2022-12-07T11:48:11.121Z
69fdb6999276f0c5,Banco BHD,branch,Sucursal Barahona,,"Enriquillo Mota Km 1.5, Barahona 81000",829-822-5000,,,Dominican Republic,DO,18.2089,-71.0953,"Enriquillo Mota Km 1.5, Barahona 81000",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1612,sucursales,True,,,,"[{""id"":9462,""open_closing_time"":""9:00 a. m. a 7:00 p. m."",""weekday"":""monday""},{""id"":9463,""open_closing_time"":""9:00 a. m. a 7:00 p. m."",""weekday"":""tuesday""},{""id"":9464,""open_closing_time"":""9:00 a. m. a 7:00 p. m."",""weekday"":""wednesday""},{""id"":9465,""open_closing_time"":""9:00 a. m. a 7:00 p. m."",""weekday"":""thursday""},{""id"":9466,""open_closing_time"":""9:00 a. m. a 7:00 p. m."",""weekday"":""friday""},{""id"":9467,""open_closing_time"":""9:00 a. m. a 1:00 p. m."",""weekday"":""saturday""},{""id"":9468,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2026-06-26T20:25:14.912Z,2026-06-26T20:25:17.161Z,2026-06-26T20:25:17.154Z
3216f4f23873915f,Banco BHD,subagent,Acosta Comercial,ESTE,"Calle Altagracia esquina Federico Velasquez #62, Los Libertadores, Los Alcarrizos, Santo Domingo Oeste",,,,Dominican Republic,DO,18.51742,-70.031881,"Calle Altagracia esquina Federico Velasquez #62, Los Libertadores, Los Alcarrizos, Santo Domingo Oeste",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1463,subagentes,True,,,,"[{""id"":8749,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""monday""},{""id"":8750,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""tuesday""},{""id"":8751,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""wednesday""},{""id"":8752,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""thursday""},{""id"":8753,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""friday""},{""id"":8754,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""saturday""},{""id"":8755,""open_closing_time"":""7:00 a. m. a 10:00 p. m. "",""weekday"":""sunday""}]",2024-06-25T16:33:19.460Z,2024-06-25T16:33:24.591Z,2024-06-25T16:33:24.582Z
